customer_id,age,region,income,monthly_minutes,monthly_data_gb,support_tickets,monthly_bill,outstanding_balance,churn
3792,19,South,49423,827,1.87,5,136.07,408.6,0
3793,46,South,63952,1255,6.26,4,62.7,407.4,1
3794,58,West,57326,597,14,4,55.23,43.36,0
3795,27,West,61139,2963,1.17,7,79.82,303.51,0
3796,19,North,92103,1009,4.47,5,35.46,241.57,0
3797,68,South,90857,1428,4.76,1,156.38,473.06,0
3798,28,North,42937,2214,13.55,3,73.98,148.32,0
3799,30,East,60161,329,6.08,3,51.12,103,1
3800,27,South,34383,432,12.19,4,148.85,448.54,0
3801,31,West,44735,2424,19.32,5,173.3,74.36,0
3802,35,West,89919,1996,15.97,4,33.38,343.26,0
3803,68,South,97561,1707,6.99,5,69.71,150.01,0
3804,26,South,67622,820,9.71,7,190.69,283.92,0
3805,56,West,68135,2291,4.41,3,95.49,308.11,1
3806,45,West,65658,1374,0.81,2,189.56,208.68,0
3807,20,North,59696,790,6.15,8,76.62,487.48,0
3808,37,South,33773,156,7.7,2,67.07,65.92,0
3809,23,South,54956,2455,11.51,7,66.4,195.7,0
3810,44,North,45819,2321,18.91,9,44.49,215.2,0
3811,19,North,31528,1585,18.98,4,182.39,315.52,0
3812,46,North,74588,849,1.87,8,196.57,203.63,1
3813,55,East,50511,777,12.49,2,192.27,48.52,0
3814,20,North,40119,659,1.33,9,174.84,473.71,0
3815,33,North,46167,1762,13.14,9,173.97,208.04,0
3816,47,North,86503,1804,2.8,7,142.38,171.34,0
3817,57,West,64889,2078,18.95,6,170.46,223.36,1
3818,19,West,75678,448,17.35,6,65.42,108.3,0
3819,34,South,90262,1190,0.94,9,95.95,50.11,0
3820,58,South,34681,2477,15.75,8,138.94,74.29,0
3821,29,West,96008,2341,12.9,7,178.71,83.33,0
3822,52,North,43690,1278,10.16,2,142.28,98.84,0
3823,60,North,55912,1819,12.25,5,172.63,209.98,0
3824,18,North,36473,2413,13.73,5,110.57,311.95,0
3825,62,North,71298,2315,17.75,4,151.94,314.44,0
3826,32,South,48669,2292,15.46,2,196.6,0.05,1
3827,43,West,50943,2333,11.72,8,56.09,460.48,0
3828,54,East,68785,985,16.58,6,187.58,411.42,0
3829,38,South,93427,964,19.74,3,118.8,481.97,0
3830,66,West,92001,2921,6.35,5,139.35,179.99,1
3831,48,North,91724,885,2.81,4,179.24,332.4,0
3832,42,North,40832,556,14.76,0,99.64,84.01,0
3833,40,East,35385,444,19.58,1,101.18,408.52,0
3834,41,East,44708,2882,2.78,0,119.62,80.68,0
3835,55,North,88600,653,8.92,8,33.25,162.99,0
3836,45,South,53438,1120,1.71,8,114.43,245.42,0
3837,38,East,90062,887,15.64,4,79.48,297.27,0
3838,60,East,95428,1919,19,7,187.75,279.82,0
3839,35,East,41002,804,10.23,9,44.92,51.05,1
3840,53,South,66153,1227,8.49,3,108.08,210.84,0
3841,52,North,52440,2394,18.2,0,191.07,461.45,0
3842,62,South,97501,911,3.1,3,183.18,436.18,0
3843,26,North,62556,1052,17.89,6,149.23,295.39,1
3844,55,West,97963,914,8.15,1,130.19,286.16,0
3845,47,South,36563,1648,11.41,1,77.72,55.84,0
3846,61,South,35840,243,10.8,5,92.38,100.13,0
3847,51,West,45154,2877,12.51,8,45.32,126.32,0
3848,49,South,54194,962,18.87,2,163.64,244.1,0
3849,20,South,95020,1316,19.05,6,85.06,365.68,1
3850,20,West,76861,2612,16.71,9,143.52,230.36,0
3851,45,West,52448,1907,4.24,8,90.79,63.03,0
3852,61,East,53528,474,7,8,108.94,219.67,0
3853,32,North,59402,776,10.01,3,124.35,81.32,1
3854,58,East,34352,2839,18.16,1,166.31,375.57,1
3855,40,West,30184,2776,10.66,0,65.9,83.25,0
3856,57,North,40384,1389,19.56,5,97.79,241.27,0
3857,28,North,44319,655,19.68,4,52.11,346.71,0
3858,65,West,50449,962,12.17,5,42.88,114.1,0
3859,49,North,86333,2221,17.61,6,132.79,38.02,0
3860,53,West,71205,2585,19.98,8,62.15,281.65,1
3861,50,South,40426,980,17.07,9,40.17,27.1,0
3862,41,South,37504,2373,13.31,9,182.51,293.88,0
3863,56,North,86578,1942,16.98,5,120.83,376.75,1
3864,51,West,88209,2455,2.11,5,52.89,164.66,0
3865,45,South,63368,1065,12.88,2,39.08,244.17,0
3866,54,East,82185,2495,4.72,7,50.38,464.38,0
3867,24,East,38724,575,2.76,8,110.13,235.55,0
3868,21,East,35084,1438,17.91,0,143.64,498.28,1
3869,54,West,64810,624,12.97,5,139.02,78.5,1
3870,18,East,50872,1548,5.25,6,54.55,354.47,0
3871,18,South,98843,2671,8.04,7,137.69,326.31,1
3872,64,West,32596,661,19.48,9,98.83,436.15,0
3873,37,East,47167,668,17.31,7,109.01,46.22,0
3874,36,North,88326,1305,0.8,6,166.24,140.1,0
3875,46,North,40782,205,19.61,7,86.52,66.09,0
3876,27,West,72002,2338,7.69,8,54.99,466.55,0
3877,35,South,54022,1260,14.06,9,178.49,213.32,0
3878,45,East,44618,799,14.4,6,66.06,455.03,0
3879,52,South,47245,1243,18.28,2,79.99,147.2,0
3880,60,North,40027,2978,17.76,8,150.12,63.18,1
3881,64,East,43986,171,5.99,0,146.2,148.27,1
3882,48,North,33526,854,13.05,7,166.07,298.59,1
3883,44,South,74361,2604,8.18,5,61.26,422.62,0
3884,28,East,97158,1004,10.75,2,89.89,192.7,0
3885,66,South,68286,2626,11.32,8,51.4,457.4,0
3886,66,East,59533,151,8.23,5,121.98,122.12,0
3887,55,West,48316,1103,9.55,6,79.74,346.77,0
3888,22,West,38699,2721,4.56,1,147.12,367.86,0
3889,25,North,88465,1387,12.35,0,30.06,136.98,0
3890,51,North,46673,1362,15.3,0,40.15,13.48,1
3891,65,East,53395,2402,8.88,2,103.54,182.62,0
3892,69,West,53707,784,19.56,2,192.89,22.6,0
3893,29,West,86416,1872,1.62,7,181.44,450.38,0
3894,55,West,38758,1730,11.99,6,198.98,476.76,0
3895,18,South,97009,2204,11.88,9,100.86,367.69,0
3896,48,South,43281,1049,1.21,7,37.92,363.34,0
3897,21,South,62548,2753,4.88,0,82.01,120.45,1
3898,66,North,48371,1773,18.16,3,144.88,36.96,0
3899,62,North,49644,2516,11.12,7,52.98,401.05,0
3900,67,West,53874,2379,9.01,9,81,279.58,0
3901,22,North,44281,1525,8.6,1,39.55,340.81,0
3902,47,North,98787,1684,17.82,6,110.74,389.82,0
3903,41,North,52289,1146,7.66,7,65.52,204.72,0
3904,20,West,35054,2721,17.25,8,45.51,72.27,0
3905,28,East,96846,1390,6.53,6,99.91,397.52,0
3906,62,East,79769,2988,10.86,8,89.71,226.88,0
3907,21,West,59312,2265,3.3,1,121.38,413.46,0
3908,43,South,34257,1723,16.59,0,157.34,218.85,0
3909,44,East,45846,1276,14.85,0,49.14,108.51,0
3910,63,North,52483,2415,10.84,3,164.49,85.5,0
3911,60,North,56558,2260,1.01,0,34.47,371.96,0
3912,44,West,73188,2313,9.88,6,105.33,287.44,0
3913,59,West,43012,2815,4.89,7,129.86,202.3,0
3914,68,South,63236,1131,8.56,2,192.69,246.06,0
3915,67,South,75076,2861,17.2,0,127.57,274.82,0
3916,23,East,78402,530,15.51,2,56.99,119.71,0
3917,32,North,62076,1415,5.22,1,117.98,189.08,0
3918,47,North,47335,992,19.71,5,97.28,146.21,0
3919,59,North,73773,1173,18.11,6,111.49,194.21,0
3920,54,North,82158,206,10.81,8,63.51,250.28,0
3921,54,West,58570,844,10.84,4,115.14,86.68,0
3922,59,North,70658,2847,18.07,3,55.51,196.76,0
3923,54,North,89184,1579,12.9,0,156.49,192.75,0
3924,52,East,88194,2470,10.97,5,130.96,143,1
3925,40,West,97507,2456,15.11,7,43.35,499.25,0
3926,23,North,63959,2997,5.08,3,181.23,36.81,0
3927,21,North,83072,721,17.63,0,134.78,321.48,0
3928,35,South,75588,1094,10.86,4,83.74,87.22,0
3929,26,East,70533,244,12.27,9,37.76,419.76,0
3930,66,East,98582,2887,2.25,4,137.48,457.1,0
3931,46,West,91743,920,6.54,1,93.48,200.74,0
3932,30,West,74518,511,8.82,5,184.3,411.74,0
3933,64,West,42703,213,8.57,9,35.93,124.95,0
3934,69,East,79456,2722,15.68,8,36.65,70.03,0
3935,34,South,85491,2546,6.01,5,191.38,157.94,0
3936,62,North,38043,223,4.05,7,194.03,170.84,0
3937,49,West,98340,185,11.86,9,34.72,198.68,0
3938,65,South,40176,146,12.49,2,151.73,186.48,0
3939,39,North,33936,1999,2.87,9,67.65,205.57,0
3940,21,East,61174,1672,0.55,1,149.24,355.02,0
3941,22,North,55909,1838,18.39,3,177.68,122.79,1
3942,54,East,74158,2105,2.05,8,47.14,9.29,1
3943,58,East,38366,903,18.01,8,70.59,244.84,1
3944,66,South,84337,2536,8.28,2,34.09,224.15,0
3945,30,West,89331,2723,13.23,0,37.45,30.03,1
3946,51,North,92197,2089,4.12,0,35.04,66.9,0
3947,62,South,80924,2779,16.57,3,166.12,254.96,0
3948,39,East,58842,2861,4.01,3,80.71,117.38,0
3949,40,East,47458,1169,8.04,9,113.85,438.8,0
3950,68,West,95382,1291,5.14,5,163.93,86.65,0
3951,20,South,41170,2769,16.83,4,114.14,10.06,0
3952,59,East,74942,145,17.24,5,102.96,223.78,0
3953,51,North,46208,2871,7.75,9,31.97,493.08,0
3954,49,West,65178,639,6.49,6,126.57,316.94,1
3955,62,South,39039,186,15.58,6,51.21,177.01,0
3956,68,East,44990,2950,17.63,9,159.99,8.43,0
3957,66,North,36441,1508,12.67,9,73.82,242.47,0
3958,38,North,75959,364,18.58,8,144.61,103.23,0
3959,63,South,56862,802,7.97,5,139.86,323.88,1
3960,61,West,57273,1573,3.46,7,134.83,291.5,1
3961,38,East,72500,2379,4,1,75.38,132.61,0
3962,61,West,33956,285,13.56,7,75.41,34.44,0
3963,28,South,32365,425,8.45,8,176.72,377.51,1
3964,56,South,35000,1306,3.55,3,32.18,292.73,1
3965,21,North,87072,496,6.2,4,60.86,421.06,0
3966,68,West,82499,1604,10.85,4,133.73,129.9,0
3967,18,North,99211,1526,2.87,1,168.9,326.43,0
3968,45,West,42907,1540,0.57,4,90.92,59.34,0
3969,41,West,47336,1188,18.39,8,141.09,145.9,1
3970,52,West,82331,1055,6.44,3,124.72,328.27,1
3971,30,East,98783,654,4.82,9,40.97,412.79,0
3972,64,East,99951,2880,14.12,2,135.7,160.46,0
3973,51,West,82509,1140,17.14,6,168.36,399.43,0
3974,28,North,36472,2944,12.83,7,198.72,338.88,0
3975,53,East,52380,2538,5.46,9,35.04,174.34,0
3976,68,North,57280,143,17.3,5,142.21,438.2,0
3977,34,South,51859,1000,10.45,5,100.47,254.61,0
3978,52,North,78402,1823,7.93,4,31.66,324.12,1
3979,35,North,38262,581,12.29,5,134.44,247.82,1
3980,57,South,41066,2136,14.16,8,50.81,226.36,0
3981,39,South,45554,1386,12.08,1,94.36,423.99,0
3982,41,East,37008,1297,18.44,9,74.43,147.35,0
3983,36,North,46238,1564,12.75,2,91.4,18.31,0
3984,54,East,47153,665,17.63,0,113.76,439.89,0
3985,56,North,89353,2367,11.95,3,91.07,412.51,0
3986,38,East,82092,871,6.93,1,123.96,183.28,1
3987,25,East,73152,1318,10.88,5,70.57,92.73,0
3988,45,East,79104,2556,2.18,0,138.01,337.77,0
3989,22,East,54283,570,4.99,7,175.14,39.38,0
3990,34,South,76429,1470,15.44,9,68.09,211.88,0
3991,54,West,84957,2313,13.4,5,116.34,42.93,0
3992,53,South,58887,771,3.75,8,140.28,298.95,0
3993,36,South,76172,1274,9.04,5,125.99,13.6,0
3994,44,East,34355,210,3.27,9,92.16,314.62,1
3995,51,North,63701,2696,17.19,6,139.17,336.6,0
3996,28,East,71534,1126,2.63,4,34.8,243.57,0
3997,62,East,91274,443,13.26,7,92.88,87.5,0
3998,64,South,42279,1572,12.34,7,120.54,50.7,0
3999,29,North,73491,2479,9.72,9,33.5,156.65,0
4000,38,North,38261,2411,5.93,8,116.3,232.6,0
4001,28,West,34474,2230,8.38,5,141.22,321.1,0
4002,56,East,58390,876,16.22,0,159.07,0.63,0
4003,45,North,56925,2481,15.35,8,49.27,355.53,0
4004,22,South,89051,1503,14.91,2,198.4,356.36,0
4005,34,East,34787,757,15.12,8,133.05,222.27,1
4006,37,West,88177,1933,3.31,6,91.74,171.7,1
4007,58,North,73724,1932,2.43,2,72.35,421.15,0
4008,63,North,40663,553,17.3,8,127.39,392.29,0
4009,29,West,46120,2820,16.82,6,179.89,491.64,1
4010,23,North,52740,840,13.79,6,118.5,185.97,1
4011,34,North,32035,1869,12.32,6,142.45,453.42,0
4012,68,West,87443,2480,7.65,1,90.81,43.7,0
4013,36,East,97388,2457,4.87,3,95.99,205.73,0
4014,43,North,82335,2874,13.52,9,78.65,232.69,1
4015,65,North,73315,1543,18.3,7,149.96,220.44,1
4016,61,North,94165,1848,9.02,1,91.06,312.55,0
4017,61,North,76627,2501,6.41,3,62.42,85.1,0
4018,69,West,38303,923,5.78,9,92.8,433.23,0
4019,49,South,79334,244,0.96,7,175.15,275.88,0
4020,23,East,85892,2106,10.65,2,155.5,452.1,0
4021,53,West,91196,1167,19.77,5,86.89,1.32,0
4022,55,South,95700,1886,16.4,1,184.16,314.99,0
4023,28,North,69726,1509,18,7,42.72,206.23,1
4024,50,East,79606,1862,12.61,7,38.46,252.55,0
4025,41,West,60694,1009,9.89,0,51.67,371.9,0
4026,40,West,61253,860,19.81,2,49.8,113.58,1
4027,32,North,54230,2642,9.22,1,44.93,102.45,0
4028,44,East,83974,1616,18.38,6,142.43,351.5,0
4029,28,East,93545,2789,15.36,6,132.14,260.68,0
4030,68,West,46925,630,6.95,3,140.09,116.82,1
4031,67,North,36033,1459,10.31,7,147.02,242.01,1
4032,34,East,92461,2127,7.99,2,158.67,229.78,0
4033,68,West,32665,2660,3.16,8,65.22,345.72,0
4034,31,South,57025,2277,7.46,4,135.79,1.33,1
4035,44,South,53533,1107,17.83,1,128.61,293.38,0
4036,35,North,75897,1637,15.18,8,190.42,302.84,0
4037,45,North,50998,1373,5.91,0,69.5,372.76,0
4038,68,South,91248,2881,7.67,7,39.98,444.62,0
4039,64,West,53057,1046,12.52,5,141.09,220.09,0
4040,64,North,97173,1261,8.61,0,155.83,171.26,0
4041,21,South,68734,1398,10.31,3,78.14,51.16,0
4042,24,East,92072,1101,14.11,2,127.04,168.42,1
4043,62,North,94175,2611,9.61,6,40.12,34.24,0
4044,52,South,93783,2288,4.22,6,193.21,401.41,0
4045,65,East,81042,2067,10.65,5,48.69,403.5,0
4046,26,West,82357,981,7.44,9,41.49,208.62,0
4047,25,East,38669,1947,6.17,9,37.5,129.82,1
4048,69,East,97902,2603,6.9,7,102.64,59.01,1
4049,62,North,48910,2075,9.06,6,46.52,425.62,1
4050,34,West,86959,2581,17.79,3,156.59,438.75,1
4051,34,North,30366,1730,14.81,6,182.81,133.14,1
4052,66,West,78415,272,13.52,0,74.24,310.88,0
4053,50,North,39907,572,9.69,2,136.89,129.33,0
4054,49,West,62780,1546,0.54,1,37.2,112.56,0
4055,25,East,87879,2586,7.14,6,95.72,10.6,0
4056,36,West,65085,597,16.36,8,79.8,288.58,0
4057,55,North,95499,2316,8.07,4,68.87,74.97,0
4058,20,South,50426,1088,11.49,8,139.6,6.19,0
4059,22,East,78197,1705,4.49,7,52.14,52.43,0
4060,30,West,37485,2708,18.36,0,176.32,156.88,0
4061,64,North,79527,2575,18.5,1,143.02,334.58,0
4062,63,West,94600,518,3.35,5,150.82,101.31,1
4063,48,West,98748,1470,14.62,4,189.01,443.8,0
4064,33,North,88528,2602,1.97,6,190.2,144.24,1
4065,67,West,57799,813,12.17,8,123.78,165.61,1
4066,49,East,76339,2349,3.98,3,114.21,108.99,0
4067,39,South,46087,278,3.34,7,87.01,126.9,0
4068,46,South,37446,2204,0.58,3,151.65,37.07,0
4069,39,East,80460,2029,18.85,2,121.5,147.39,0
4070,60,East,88260,1045,16.67,1,188.59,429.81,0
4071,20,South,44877,2118,2.01,7,70.57,344.21,0
4072,27,East,54723,2648,12.19,7,82.74,437.63,0
4073,59,East,42943,838,5.04,2,83.74,52.43,0
4074,38,East,40306,2056,5.65,0,167.02,227.81,1
4075,33,North,66784,211,17.55,5,46.84,114.63,0
4076,29,West,50455,814,2.73,4,107.46,360.61,0
4077,19,South,59974,1501,12.23,7,102.69,485.12,0
4078,58,North,57371,2038,8.32,5,42.43,407.68,0
4079,41,North,33936,1481,4.22,3,99.84,17.64,0
4080,52,South,63166,912,9.31,9,117.27,158.33,0
4081,47,West,55727,1308,18.84,9,41.07,14.29,0
4082,47,South,93969,136,15.74,1,116.68,20.08,0
4083,64,East,58368,1928,3.08,7,193.07,39.76,0
4084,52,North,98531,2879,17.06,4,196.42,138.16,1
4085,36,South,69097,1351,18.78,7,120.39,152.1,0
4086,67,West,64984,909,5.9,4,117.57,200.23,0
4087,25,West,80859,122,7,5,78.54,202.47,0
4088,43,North,74291,1626,2.96,9,199.51,385.7,0
4089,66,East,95228,895,7.23,4,76.62,70.7,0
4090,57,North,52150,595,13.63,2,106.99,78.87,0
4091,24,South,52061,999,5.81,9,30.5,313.29,0
4092,47,West,59178,524,0.63,7,89.37,285.87,1
4093,24,West,86790,2847,7.1,2,42.14,77,0
4094,20,North,95696,2165,9.34,3,156.45,426.13,0
4095,18,West,45648,2082,11.54,5,125.37,164.53,0
4096,53,East,91779,1568,13.83,1,127.27,183.48,0
4097,42,South,66672,2774,1.7,6,78.71,210.23,0
4098,54,East,99109,1333,9.66,4,168.53,161.35,0
4099,18,East,90521,1897,5.69,9,30.56,278.73,0
4100,32,East,64593,2358,18.99,4,86.71,194.32,0
4101,54,South,43786,664,7.52,4,142.11,129.72,0
4102,30,East,39815,1404,2.45,1,184.35,452.24,0
4103,57,North,51966,1956,1.31,9,69.88,154.18,1
4104,25,West,43794,232,5.68,8,121.99,349.24,0
4105,22,East,61423,548,3.99,2,121.46,173.61,0
4106,26,North,51302,2411,13.17,6,178.61,217.61,0
4107,18,West,91064,1930,17.02,4,38.59,117.97,0
4108,53,West,57835,2258,6.59,9,102.16,376.16,0
4109,52,West,79282,949,11.77,9,61.02,368.6,0
4110,19,South,82714,1361,14.74,4,33.66,11.12,0
4111,57,North,97035,1580,8.27,3,55,30.1,0
4112,40,East,53814,1000,1.79,9,196,461.19,0
4113,26,North,54089,858,4.97,5,66.52,444.41,0
4114,51,West,85831,1639,17.72,6,188.96,253.04,0
4115,63,North,62746,1999,16.58,6,64.89,246.68,0
4116,31,North,81940,961,2.19,7,188.32,406.21,0
4117,21,South,66476,1947,4.87,4,141.29,69.23,1
4118,47,South,56283,2340,15.5,6,49.25,326.85,0
4119,48,West,31769,614,9.98,3,128.93,237.99,0
4120,55,South,72278,2937,15.32,8,84.15,371.67,0
4121,28,North,76994,1067,4.62,4,95.14,15.05,1
4122,52,North,92898,1691,19.08,2,104.83,296.36,0
4123,25,East,45634,183,15.78,4,101.86,278.36,1
4124,20,North,40965,897,4.35,8,142.9,420.42,0
4125,31,East,57566,2227,11.39,7,160.62,338.42,0
4126,30,East,82196,1701,2.71,0,85.96,440.08,1
4127,62,East,78285,621,7.55,4,187.14,443.64,1
4128,49,West,85499,1322,13.36,5,189.54,204.08,0
4129,51,West,49420,1694,6.94,9,36.92,68.72,0
4130,62,West,55236,333,13.31,1,32.53,315.14,0
4131,36,North,36218,1942,5.27,5,102.26,436.87,0
4132,55,North,79892,2391,14.56,8,130.41,37.48,1
4133,33,South,94057,1516,7.51,3,77.24,278.96,0
4134,19,West,41226,1689,15.91,2,74.1,57.5,0
4135,57,West,82271,1569,3.17,8,145.32,13.5,0
4136,34,West,40046,2996,7.56,1,132.29,339.82,0
4137,51,North,67117,492,9.55,8,58.41,340.92,0
4138,59,West,34965,108,8.76,9,180.37,300.33,0
4139,33,South,89478,712,8.95,1,145.6,429.61,0
4140,55,North,87277,2043,9.17,9,91.64,40.44,1
4141,19,South,89613,2954,19.78,2,146.22,52.63,0
4142,19,North,47373,814,4.27,6,49.15,432.27,0
4143,43,East,75452,2027,15.49,1,109.6,251.64,0
4144,30,South,80089,209,11.26,0,58.73,136.53,0
4145,64,South,36654,933,8.57,8,37.04,369.08,0
4146,48,East,61280,365,12.85,5,87.52,447.2,1
4147,51,West,86141,1496,17.14,8,55.63,344.8,1
4148,56,East,97894,2131,9.6,2,137.7,395.97,1
4149,20,South,56583,1075,17.36,2,144.59,141.25,0
4150,25,West,36360,1718,2.33,9,55.28,144.39,1
4151,40,West,83968,1054,13.24,2,34.18,432.06,0
4152,31,North,33743,1769,7,1,164.78,307.43,0
4153,44,East,37159,1449,8.04,5,30.35,117.08,0
4154,46,North,62151,2819,11.63,2,88.47,262.08,0
4155,56,North,30518,1674,9.86,4,114.08,342.93,0
4156,56,East,46652,2323,7.94,4,169.17,109.27,0
4157,18,West,72348,2672,6.51,9,172.55,327.45,0
4158,34,North,54395,1158,12.56,2,153.24,21.07,0
4159,58,West,32335,2057,10.36,2,72.02,151.85,0
4160,47,West,30500,2652,6.8,0,152.43,336.99,1
4161,30,West,38083,948,4.5,5,71.91,74.67,1
4162,38,North,35543,1062,15.6,2,66.48,111.1,0
4163,36,West,98812,1925,16.09,0,123.01,439.55,0
4164,36,South,82237,2619,4.67,9,145.41,337.16,0
4165,42,East,36613,2670,5.6,8,39.02,249.46,0
4166,39,North,96863,2421,5.16,0,40.2,105.45,1
4167,48,North,70540,2201,17.75,4,163.31,170.7,0
4168,34,East,56255,987,15.6,4,176.11,287.17,1
4169,40,South,52068,844,1.95,1,132.75,77.66,0
4170,49,North,79057,2424,16.74,0,102.9,240.87,0
4171,27,North,48946,1541,1.22,5,173.7,204.49,1
4172,27,East,50547,2779,5.44,6,153.9,238.34,0
4173,53,North,35769,1348,18.42,8,128.53,52.78,0
4174,25,West,54883,2717,17.35,7,84.36,53.25,1
4175,69,North,91340,275,15.74,9,63.66,482.06,0
4176,37,North,65162,665,9.42,2,101.17,489.68,0
4177,49,South,63434,2918,6.77,8,78.76,213.08,0
4178,67,South,52102,1787,17.69,0,87.67,394.5,1
4179,31,South,51536,1508,13.31,5,117.66,327.9,0
4180,67,South,97770,361,6.26,9,58.75,58.46,1
4181,45,West,80388,630,9.53,1,167.05,148.34,0
4182,63,East,80775,1977,17.69,9,54.74,156.83,0
4183,69,North,61147,1494,18.12,8,111.77,297.89,0
4184,41,South,80526,1806,13.36,8,156.82,289.99,0
4185,32,West,53659,1320,14.78,7,112.45,461.75,0
4186,39,South,53088,1047,1.27,6,91.37,395.02,1
4187,47,North,98464,684,12.29,5,110.73,428.42,0
4188,21,West,89998,2962,13.94,1,174.27,445.61,1
4189,30,East,70382,1720,0.9,3,198.37,400.64,0
4190,40,East,58184,2449,16.96,9,137.29,166.44,0
4191,25,North,50099,1255,18.6,6,164.89,107.51,0
4192,35,North,99810,1851,5.14,5,32.46,285.88,0
4193,29,East,67739,2775,16.99,8,179.66,344.78,0
4194,48,North,38389,2720,13.48,4,192.19,193.28,0
4195,31,East,47352,2676,11.82,5,127.78,424.17,1
4196,51,East,51148,2181,16.94,9,158.15,480.28,0
4197,35,North,61828,631,6.07,5,117.17,284.7,0
4198,51,West,98040,1331,15.92,7,78.65,228.3,1
4199,28,West,86795,2093,6.63,7,174.88,421.44,1
4200,58,East,88620,1797,15.86,5,131.46,12.13,1
4201,29,North,87114,1645,9.3,7,128.5,64.51,1
4202,66,North,70711,1537,2.78,6,142.05,422.83,0
4203,32,South,47748,470,7.94,0,175.52,366.01,1
4204,48,North,63691,508,5.05,4,154.42,208.07,0
4205,66,West,95282,1506,2.46,9,65.89,444.43,1
4206,46,North,90360,2001,2.65,9,109.36,175.73,0
4207,43,South,40246,1570,15.71,9,196.65,316.92,1
4208,35,South,89395,716,17.69,4,124.28,317.17,0
4209,49,East,62486,170,18.58,9,189.5,92.17,0
4210,39,North,60340,183,17.15,8,168.27,142.43,0
4211,55,South,80300,2356,16.69,6,143.22,458,1
4212,34,North,33086,358,1.84,6,89.39,91.71,0
4213,40,West,44860,1425,15.91,9,81.73,86.79,1
4214,41,North,47013,1031,15.77,1,139.38,239.81,0
4215,67,West,37407,2429,3.06,7,103.54,46.1,0
4216,25,West,63542,493,13.41,2,165.79,447.31,0
4217,58,North,54935,2565,9.32,8,159.28,50.07,0
4218,23,West,79079,1434,18.05,5,83.06,308.28,0
4219,22,North,64111,2029,14.06,8,149.46,169.89,0
4220,61,West,86550,1820,19.04,8,114.07,402.14,0
4221,46,East,70565,725,2.55,6,84.96,294.91,0
4222,45,South,49283,1992,1.29,9,100.2,194.15,0
4223,28,South,96470,1936,19.48,7,182.21,491.94,1
4224,18,North,68233,661,2.06,1,91.12,33.12,0
4225,60,West,52695,2979,8.03,4,78.86,288.89,0
4226,36,North,72734,1893,13.17,2,89.81,494.78,0
4227,26,East,31505,1040,17.66,0,66.49,345.48,1
4228,44,South,35363,2209,5.46,5,122.59,369.88,0
4229,51,West,78708,1265,1.07,8,55.06,16.05,0
4230,61,North,73614,1965,10.67,1,168.97,10.68,0
4231,21,East,31010,2881,9.69,8,68.35,18.06,1
4232,53,South,49861,1991,6.48,7,131.67,495.86,0
4233,35,East,54125,1739,17.54,8,51.25,489.76,0
4234,32,North,39369,1650,15.11,4,196.34,167.25,0
4235,68,North,99393,881,17.23,1,107.28,145.49,1
4236,30,North,56671,1794,3.66,9,169.77,72.98,0
4237,36,East,94512,2686,14,9,160.67,164.57,0
4238,66,North,74138,696,19.51,5,151.33,185.07,0
4239,23,East,83420,2156,12.43,6,170.65,374.14,1
4240,65,North,98089,2423,3.84,2,47.08,433.15,0
4241,29,West,45489,2374,19.92,5,145.34,373.37,0
4242,68,West,89789,2333,10.8,5,75.19,323.24,0
4243,54,East,99925,2738,16.88,7,163.6,382.95,0
4244,34,South,79703,2580,3.41,0,192.67,369.25,0
4245,40,North,88228,2716,13.49,3,183.25,237.87,0
4246,43,North,33051,2803,18.3,0,49.54,167.93,1
4247,46,North,68090,455,10.87,7,92.82,141.39,0
4248,50,East,58805,2990,6.13,1,91.93,339.68,0
4249,44,East,74557,2140,2.98,7,50.79,479.65,1
4250,42,West,32555,491,6.27,2,46.68,290.53,0
4251,27,South,80241,678,7.42,7,95.43,456.26,0
4252,64,East,95994,1740,14.34,5,198.65,7.11,0
4253,40,South,46066,2567,3.98,0,126.72,397.24,1
4254,38,East,34721,2108,2.57,6,135.7,426.8,1
4255,38,North,36304,1823,8.05,6,110.07,315.5,0
4256,60,South,72967,263,9.44,5,142.6,467.03,0
4257,30,South,70462,2926,12.75,0,192.63,294.96,0
4258,54,East,80155,737,14.3,4,130.08,120.27,1
4259,50,West,32589,2164,17.84,0,41.06,107.86,0
4260,41,South,67078,2593,6.13,0,113.79,277.92,1
4261,61,North,84918,269,10.81,5,198.77,453.24,0
4262,28,South,43601,439,7.64,7,95.86,36.18,0
4263,34,East,37711,825,0.53,0,130.96,302.2,0
4264,21,North,89430,2033,11.8,1,48.13,384.9,0
4265,64,West,93327,1134,16.41,4,54,57.7,1
4266,42,West,33970,1745,1.21,7,178.7,58.38,1
4267,47,West,99535,232,0.57,3,81.06,183.06,0
4268,26,North,66176,2787,14.69,4,81.93,136.94,0
4269,38,West,71730,922,13.84,9,95.83,99.16,0
4270,37,East,43385,1053,8.41,4,194.3,99.35,1
4271,36,South,35950,2226,13.4,2,44.35,65.33,1
4272,36,East,83009,445,19.09,5,169.19,305.43,0
4273,29,West,53398,708,5.33,4,88.06,344.06,0
4274,54,South,55277,738,5.3,1,174.41,351.47,0
4275,59,South,56761,1147,4.13,9,198.6,266.18,1
4276,34,South,94435,1594,14.62,3,89.27,476.45,0
4277,54,East,93944,1324,7.39,3,51.99,440.27,1
4278,65,North,61533,2278,19.78,6,54.54,478.82,1
